Accession,Species,Length,Geo_Location,Host
MT439245,Severe acute respiratory syndrome-related coronavirus,29824,USA: MI,Homo sapiens
MT439246,Severe acute respiratory syndrome-related coronavirus,29808,USA: MI,Homo sapiens
MT439247,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439248,Severe acute respiratory syndrome-related coronavirus,29769,USA: MI,Homo sapiens
MT439249,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439250,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439251,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439252,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439253,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439254,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,Homo sapiens
MT439255,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439256,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439257,Severe acute respiratory syndrome-related coronavirus,29858,USA: MI,Homo sapiens
MT439258,Severe acute respiratory syndrome-related coronavirus,29844,USA: MI,Homo sapiens
MT439259,Severe acute respiratory syndrome-related coronavirus,29848,USA: MI,Homo sapiens
MT439260,Severe acute respiratory syndrome-related coronavirus,29821,USA: MI,Homo sapiens
MT439261,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,Homo sapiens
MT439262,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439263,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439264,Severe acute respiratory syndrome-related coronavirus,29814,USA: MI,Homo sapiens
MT439265,Severe acute respiratory syndrome-related coronavirus,29832,USA: MI,Homo sapiens
MT439266,Severe acute respiratory syndrome-related coronavirus,29855,USA: MI,Homo sapiens
MT439267,Severe acute respiratory syndrome-related coronavirus,29841,USA: MI,Homo sapiens
MT439268,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439269,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439270,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439271,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,Homo sapiens
MT439272,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,Homo sapiens
MT439273,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,Homo sapiens
MT439274,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439275,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,Homo sapiens
MT439276,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,Homo sapiens
MT439277,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,Homo sapiens
MT439278,Severe acute respiratory syndrome-related coronavirus,29797,USA: MI,Homo sapiens
MT439279,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439280,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,Homo sapiens
MT439281,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439282,Severe acute respiratory syndrome-related coronavirus,29818,USA: MI,Homo sapiens
MT439283,Severe acute respiratory syndrome-related coronavirus,29838,USA: MI,Homo sapiens
MT439284,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439285,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,Homo sapiens
MT439286,Severe acute respiratory syndrome-related coronavirus,29810,USA: MI,Homo sapiens
MT439287,Severe acute respiratory syndrome-related coronavirus,29843,USA: MI,Homo sapiens
MT439288,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,Homo sapiens
MT439289,Severe acute respiratory syndrome-related coronavirus,29846,USA: MI,Homo sapiens
MT439290,Severe acute respiratory syndrome-related coronavirus,29818,USA: MI,Homo sapiens
MT439291,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439292,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439293,Severe acute respiratory syndrome-related coronavirus,29831,USA: MI,Homo sapiens
MT439294,Severe acute respiratory syndrome-related coronavirus,29843,USA: MI,Homo sapiens
MT439295,Severe acute respiratory syndrome-related coronavirus,29819,USA: MI,Homo sapiens
MT439296,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439297,Severe acute respiratory syndrome-related coronavirus,29795,USA: MI,Homo sapiens
MT439298,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,Homo sapiens
MT439299,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,Homo sapiens
MT439300,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439301,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,Homo sapiens
MT439302,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439303,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439304,Severe acute respiratory syndrome-related coronavirus,29800,USA: MI,Homo sapiens
MT439305,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,Homo sapiens
MT439306,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,Homo sapiens
MT439307,Severe acute respiratory syndrome-related coronavirus,29810,USA: MI,Homo sapiens
MT439308,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,Homo sapiens
MT439309,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439310,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,Homo sapiens
MT439311,Severe acute respiratory syndrome-related coronavirus,29838,USA: MI,Homo sapiens
MT439312,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,Homo sapiens
MT439313,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,Homo sapiens
MT439314,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,Homo sapiens
MT439315,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439316,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439317,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,Homo sapiens
MT439318,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,Homo sapiens
MT439319,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,Homo sapiens
MT439320,Severe acute respiratory syndrome-related coronavirus,29826,USA: MI,Homo sapiens
MT439595,Severe acute respiratory syndrome-related coronavirus,29814,India,Homo sapiens
MT439596,Severe acute respiratory syndrome-related coronavirus,29810,India,Homo sapiens
MT439597,Severe acute respiratory syndrome-related coronavirus,29812,India,Homo sapiens
MT434757,Severe acute respiratory syndrome-related coronavirus,29817,India,Homo sapiens
MT434758,Severe acute respiratory syndrome-related coronavirus,29811,India,Homo sapiens
MT434759,Severe acute respiratory syndrome-related coronavirus,29827,India,Homo sapiens
MT434760,Severe acute respiratory syndrome-related coronavirus,29833,India,Homo sapiens
MT434782,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434783,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434784,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434785,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434786,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434787,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434788,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434789,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434790,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434791,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434792,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434793,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434794,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434795,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434796,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434797,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434798,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434799,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434800,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434801,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434802,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434803,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434804,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434805,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434806,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434807,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434808,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434809,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434810,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434811,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434812,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434813,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434814,Severe acute respiratory syndrome-related coronavirus,29882,USA: NY,Homo sapiens
MT434815,Severe acute respiratory syndrome-related coronavirus,29873,USA: NY,Homo sapiens
MT434816,Severe acute respiratory syndrome-related coronavirus,29879,USA: NY,Homo sapiens
MT434817,Severe acute respiratory syndrome-related coronavirus,29873,USA: NY,Homo sapiens
MT434818,Severe acute respiratory syndrome-related coronavirus,3822,Serbia,Homo sapiens
MT435079,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435080,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435081,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435082,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435083,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435084,Severe acute respiratory syndrome-related coronavirus,29800,India: Ahmedabad,Homo sapiens
MT435085,Severe acute respiratory syndrome-related coronavirus,29800,India: Gandhinagar,Homo sapiens
MT435086,Severe acute respiratory syndrome-related coronavirus,29800,India: Mansa,Homo sapiens
MT365028,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT365029,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT365030,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT365031,Severe acute respiratory syndrome-related coronavirus,29891,Hong Kong,Homo sapiens
MT365032,Severe acute respiratory syndrome-related coronavirus,29887,Hong Kong,Homo sapiens
MT428551,Severe acute respiratory syndrome-related coronavirus,29900,Kazakhstan,Homo sapiens
MT428552,Severe acute respiratory syndrome-related coronavirus,29903,Kazakhstan,Homo sapiens
MT428553,Severe acute respiratory syndrome-related coronavirus,29903,Kazakhstan,Homo sapiens
MT428554,Severe acute respiratory syndrome-related coronavirus,29903,Kazakhstan,Homo sapiens
MT429168,Severe acute respiratory syndrome-related coronavirus,323,"India: Assam, Golaghat",Homo sapiens
MT429183,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429184,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429185,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429186,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429187,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429188,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429189,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429190,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT429191,Severe acute respiratory syndrome-related coronavirus,29782,USA: Wisconsin,Homo sapiens
MT432195,Severe acute respiratory syndrome-related coronavirus,29880,"USA: East Feliciana Parish, Louisiana",Homo sapiens
MT318827,Severe acute respiratory syndrome-related coronavirus,29870,Germany,Homo sapiens
MT422806,Severe acute respiratory syndrome-related coronavirus,29903,USA: FL,Homo sapiens
MT422807,Severe acute respiratory syndrome-related coronavirus,29903,USA: FL,Homo sapiens
MT425183,Severe acute respiratory syndrome-related coronavirus,307,USA,Felis catus
MT425184,Severe acute respiratory syndrome-related coronavirus,307,USA,Felis catus
MT215193,Severe acute respiratory syndrome-related coronavirus,27871,Hong Kong,Canis lupus familiaris
MT215194,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens
MT215195,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens
MT270814,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Canis lupus familiaris
MT270815,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens
MT276600,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens
MT418880,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens
MT418881,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens
MT418882,Severe acute respiratory syndrome-related coronavirus,29892,USA: VA,Homo sapiens
MT418883,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,Homo sapiens
MT418884,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,Homo sapiens
MT418885,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens
MT418886,Severe acute respiratory syndrome-related coronavirus,29838,USA: VA,Homo sapiens
